Category,Item_Code,Price,Quantity,Source,Price_with_30_percent_markup
82,wa,1.25,1199,V2,1.625
82,wa,5.526,5,V2,7.1838
82,wa,11.765,111,V2,15.294500000000001
120,fb,0.054,2,V2,0.0702
120,fb,0.067,524,V2,0.08710000000000001
120,fb,0.087,1,V2,0.11309999999999999
120,fb,0.178,748,V2,0.2314
120,tg,0.335,452,V2,0.43550000000000005
120,tg,0.42,1,V2,0.546
120,wa,0.337,1,V2,0.43810000000000004
120,wa,0.584,709,V2,0.7592
120,vi,0.091,657,V2,0.1183
120,vi,0.116,1,V2,0.15080000000000002
120,vi,0.178,441,V2,0.2314
120,ig,0.054,2,V2,0.0702
120,ig,0.067,554,V2,0.08710000000000001
120,ig,0.098,1,V2,0.1274
120,ig,0.178,108,V2,0.2314
120,tw,0.006,711,V2,0.0078000000000000005
120,tw,0.054,1,V2,0.0702
120,tw,0.098,1,V2,0.1274
120,tw,0.178,819,V2,0.2314
120,sn,0.006,678,V2,0.0078000000000000005
120,sn,0.098,1,V2,0.1274
120,sn,0.117,1,V2,0.1521
120,sn,0.178,250,V2,0.2314
52,fb,0.054,2,V2,0.0702
52,fb,0.063,180,V2,0.0819
52,fb,0.067,25504,V2,0.08710000000000001
52,fb,0.087,1,V2,0.11309999999999999
52,fb,0.136,363,V2,0.1768
52,fb,0.147,9000,V2,0.1911
52,fb,0.376,149,V2,0.4888
52,tg,0.4,648,V2,0.52
52,tg,0.425,1000,V2,0.5525
52,tg,0.69,1,V2,0.8969999999999999
52,tg,1.843,8119,V2,2.3959
52,ig,0.054,2,V2,0.0702
52,ig,0.067,5196,V2,0.08710000000000001
52,ig,0.068,1,V2,0.0884
52,ig,0.071,530,V2,0.0923
52,ig,0.098,1,V2,0.1274
52,ig,0.115,1000,V2,0.14950000000000002
52,ig,0.185,438,V2,0.2405
52,ig,1.134,7680,V2,1.4742
52,wa,0.399,1,V2,0.5187
52,wa,0.487,1,V2,0.6331
52,wa,0.494,1,V2,0.6422
52,wa,0.634,7826,V2,0.8242
52,wa,1.071,9025,V2,1.3923
52,wa,1.321,113,V2,1.7173
52,li,0.032,1944,V2,0.041600000000000005
52,li,0.046,7154,V2,0.0598
52,vi,0.014,732,V2,0.0182
52,vi,0.074,234,V2,0.0962
52,vi,0.075,192,V2,0.0975
52,vi,0.1,7724,V2,0.13
52,vi,0.116,2,V2,0.15080000000000002
52,vi,0.134,468,V2,0.17420000000000002
52,tw,0.054,1,V2,0.0702
52,tw,0.094,623,V2,0.1222
52,tw,0.098,2,V2,0.1274
52,tw,0.21,7848,V2,0.273
85,fb,0.054,2,V2,0.0702
85,fb,0.067,695,V2,0.08710000000000001
85,fb,0.082,1005,V2,0.10660000000000001
85,fb,0.087,1,V2,0.11309999999999999
85,fb,0.091,254,V2,0.1183
85,fb,0.103,701,V2,0.1339
85,fb,0.155,57,V2,0.2015
85,fb,0.335,119,V2,0.43550000000000005
85,vi,0.1,706,V2,0.13
85,vi,0.104,5000,V2,0.1352
85,vi,0.116,1,V2,0.15080000000000002
85,vi,0.123,60,V2,0.15990000000000001
85,vi,0.179,1085,V2,0.2327
85,vi,0.204,645,V2,0.2652
85,vi,0.212,500,V2,0.2756
85,vi,0.215,1381,V2,0.2795
85,ig,0.035,16,V2,0.045500000000000006
85,ig,0.054,754,V2,0.0702
85,ig,0.067,526,V2,0.08710000000000001
85,ig,0.076,4,V2,0.0988
85,ig,0.098,1,V2,0.1274
85,ig,0.1,126,V2,0.13
85,tw,0.019,500,V2,0.0247
85,tw,0.052,81,V2,0.0676
85,tw,0.054,1,V2,0.0702
85,tw,0.098,1,V2,0.1274
85,tw,0.376,63,V2,0.4888
85,tw,0.502,1787,V2,0.6526000000000001
85,li,0.034,63,V2,0.0442
85,li,0.046,2236,V2,0.0598
85,sn,0.006,643,V2,0.0078000000000000005
85,sn,0.098,1,V2,0.1274
85,sn,0.117,1,V2,0.1521
85,sn,0.146,63,V2,0.1898
85,sn,0.16,500,V2,0.20800000000000002
85,sn,0.382,924,V2,0.49660000000000004
85,wa,0.254,15,V2,0.3302
85,wa,0.361,1059,V2,0.4693
85,wa,0.532,724,V2,0.6916000000000001
85,wa,0.676,1000,V2,0.8788000000000001
85,wa,1.25,849,V2,1.625
85,wa,2.667,130,V2,3.4671
85,tg,0.654,94949,V2,0.8502000000000001
85,tg,0.667,5000,V2,0.8671000000000001
85,tg,1.12,91823,V2,1.4560000000000002
85,tg,1.179,48,V2,1.5327000000000002
85,tg,1.962,256,V2,2.5506
85,tg,2.353,637,V2,3.0589000000000004
1010,fb,0.054,1,V2,0.0702
1010,fb,0.087,1,V2,0.11309999999999999
1010,fb,0.2,866,V2,0.26
1010,wa,0.337,1,V2,0.43810000000000004
1010,wa,0.584,534,V2,0.7592
1010,tg,0.384,782,V2,0.49920000000000003
1010,tg,0.42,1,V2,0.546
1010,vi,0.116,1,V2,0.15080000000000002
1010,vi,0.192,345,V2,0.24960000000000002
1010,ig,0.054,1,V2,0.0702
1010,ig,0.098,1,V2,0.1274
1010,ig,0.192,649,V2,0.24960000000000002
1010,tw,0.098,1,V2,0.1274
1010,tw,0.192,527,V2,0.24960000000000002
69,fb,0.054,2,V2,0.0702
69,fb,0.062,584,V2,0.0806
69,fb,0.067,556,V2,0.08710000000000001
69,fb,0.087,1,V2,0.11309999999999999
69,fb,0.167,5,V2,0.21710000000000002
69,fb,0.196,1,V2,0.2548
69,fb,0.502,110,V2,0.6526000000000001
69,vi,0.068,1,V2,0.0884
69,vi,0.076,680,V2,0.0988
69,vi,0.116,1,V2,0.15080000000000002
69,vi,0.181,712,V2,0.2353
69,ig,0.039,1,V2,0.0507
69,ig,0.054,2,V2,0.0702
69,ig,0.067,437,V2,0.08710000000000001
69,ig,0.098,1,V2,0.1274
69,ig,0.103,606,V2,0.1339
69,ig,0.203,135,V2,0.2639
69,tw,0.006,652,V2,0.0078000000000000005
69,tw,0.054,1,V2,0.0702
69,tw,0.098,1,V2,0.1274
69,tw,0.191,831,V2,0.24830000000000002
69,wa,0.337,1,V2,0.43810000000000004
69,wa,0.634,749,V2,0.8242
69,wa,0.688,1,V2,0.8944
69,wa,0.786,101,V2,1.0218
69,sn,0.006,625,V2,0.0078000000000000005
69,sn,0.098,1,V2,0.1274
69,sn,0.115,301,V2,0.14950000000000002
69,sn,0.117,1,V2,0.1521
69,tg,0.312,1,V2,0.4056
69,tg,0.42,1,V2,0.546
69,tg,0.468,141,V2,0.6084
51,fb,0.054,2,V2,0.0702
51,fb,0.087,1,V2,0.11309999999999999
51,fb,0.191,151,V2,0.24830000000000002
51,ig,0.054,2,V2,0.0702
51,ig,0.098,1,V2,0.1274
51,ig,0.158,650,V2,0.2054
51,ig,0.191,104,V2,0.24830000000000002
51,wa,0.337,1,V2,0.43810000000000004
51,wa,0.676,7,V2,0.8788000000000001
51,tw,0.054,1,V2,0.0702
51,tw,0.098,1,V2,0.1274
51,tw,0.11,669,V2,0.14300000000000002
51,tw,0.136,5,V2,0.1768
51,vi,0.116,1,V2,0.15080000000000002
27,fb,0.054,2,V2,0.0702
27,fb,0.064,100,V2,0.08320000000000001
27,fb,0.066,644,V2,0.0858
27,fb,0.087,1,V2,0.11309999999999999
27,fb,0.108,11,V2,0.1404
27,fb,0.292,938,V2,0.3796
27,vi,0.09,178,V2,0.11699999999999999
27,vi,0.116,1,V2,0.15080000000000002
27,vi,0.177,910,V2,0.2301
27,tg,0.42,1,V2,0.546
27,tg,0.591,12,V2,0.7683
27,tg,0.683,1,V2,0.8879000000000001
27,tg,0.92,407,V2,1.1960000000000002
27,tg,1.044,897,V2,1.3572000000000002
27,ig,0.006,689,V2,0.0078000000000000005
27,ig,0.054,2,V2,0.0702
27,ig,0.064,100,V2,0.08320000000000001
27,ig,0.086,210,V2,0.1118
27,ig,0.098,1,V2,0.1274
27,ig,0.199,910,V2,0.25870000000000004
27,tw,0.006,566,V2,0.0078000000000000005
27,tw,0.054,1,V2,0.0702
27,tw,0.098,1,V2,0.1274
27,tw,0.158,889,V2,0.2054
27,wa,0.189,1000,V2,0.2457
27,wa,0.337,1,V2,0.43810000000000004
27,wa,0.574,3,V2,0.7462
27,wa,0.735,1,V2,0.9555
27,wa,1.043,273,V2,1.3558999999999999
27,wa,1.843,953,V2,2.3959
27,sn,0.006,498,V2,0.0078000000000000005
27,sn,0.098,1,V2,0.1274
27,sn,0.117,1,V2,0.1521
27,sn,0.183,408,V2,0.2379
27,sn,0.22,889,V2,0.28600000000000003
41,fb,0.039,8000,V2,0.0507
41,fb,0.045,1,V2,0.058499999999999996
41,fb,0.054,2,V2,0.0702
41,fb,0.058,780,V2,0.07540000000000001
41,fb,0.066,768,V2,0.0858
41,fb,0.067,1037,V2,0.08710000000000001
41,fb,0.087,1,V2,0.11309999999999999
41,fb,0.167,1467,V2,0.21710000000000002
41,vi,0.012,806,V2,0.015600000000000001
41,vi,0.066,765,V2,0.0858
41,vi,0.116,1,V2,0.15080000000000002
41,vi,0.166,786,V2,0.21580000000000002
41,vi,0.22,9038,V2,0.28600000000000003
41,tg,0.074,659,V2,0.0962
41,tg,0.2,780,V2,0.26
41,tg,0.24,1,V2,0.312
41,tg,0.4,378,V2,0.52
41,tg,0.402,10000,V2,0.5226000000000001
41,tg,0.42,1,V2,0.546
41,tg,1.174,1481,V2,1.5262
41,wa,0.252,530,V2,0.3276
41,wa,0.298,1,V2,0.3874
41,wa,0.322,6000,V2,0.4186
41,wa,0.337,1,V2,0.43810000000000004
41,wa,0.49,720,V2,0.637
41,wa,0.634,432,V2,0.8242
41,wa,1.843,1370,V2,2.3959
41,sn,0.006,806,V2,0.0078000000000000005
41,sn,0.098,1,V2,0.1274
41,sn,0.117,1,V2,0.1521
41,sn,0.177,802,V2,0.2301
41,sn,0.196,889,V2,0.2548
41,sn,0.235,6682,V2,0.3055
41,ig,0.027,721,V2,0.0351
41,ig,0.054,8059,V2,0.0702
41,ig,0.055,786,V2,0.07150000000000001
41,ig,0.067,9250,V2,0.08710000000000001
41,ig,0.098,1,V2,0.1274
41,ig,0.142,1,V2,0.1846
41,ig,0.22,2164,V2,0.28600000000000003
41,tw,0.006,752,V2,0.0078000000000000005
41,tw,0.054,1,V2,0.0702
41,tw,0.098,1,V2,0.1274
41,tw,0.166,802,V2,0.21580000000000002
41,tw,0.22,8252,V2,0.28600000000000003
62,fb,0.054,1,V2,0.0702
62,fb,0.067,5669,V2,0.08710000000000001
62,fb,0.087,1,V2,0.11309999999999999
62,fb,0.185,23,V2,0.2405
62,tg,1.651,127,V2,2.1463
62,tg,1.931,5,V2,2.5103
62,tg,3.0,203,V2,3.9000000000000004
62,vi,0.096,814,V2,0.12480000000000001
62,vi,0.116,1,V2,0.15080000000000002
62,vi,0.138,981,V2,0.17940000000000003
62,ig,0.054,2,V2,0.0702
62,ig,0.067,1862,V2,0.08710000000000001
62,ig,0.078,1,V2,0.1014
62,ig,0.098,1,V2,0.1274
62,ig,0.1,741,V2,0.13
62,tw,0.098,1,V2,0.1274
62,tw,0.134,746,V2,0.17420000000000002
62,sn,0.098,1,V2,0.1274
62,sn,0.117,1,V2,0.1521
62,sn,0.138,304,V2,0.17940000000000003
62,wa,0.634,227,V2,0.8242
62,wa,1.935,128,V2,2.5155000000000003
62,wa,2.948,122,V2,3.8324000000000003
147,fb,0.054,2,V2,0.0702
147,fb,0.067,6393,V2,0.08710000000000001
147,fb,0.087,2,V2,0.11309999999999999
147,fb,0.106,671,V2,0.1378
147,fb,0.167,95,V2,0.21710000000000002
147,vi,0.068,1,V2,0.0884
147,vi,0.079,651,V2,0.1027
147,vi,0.116,1,V2,0.15080000000000002
147,vi,0.127,5414,V2,0.1651
147,ig,0.04,5000,V2,0.052000000000000005
147,ig,0.054,2,V2,0.0702
147,ig,0.067,1084,V2,0.08710000000000001
147,ig,0.098,1,V2,0.1274
147,ig,0.143,609,V2,0.18589999999999998
147,tw,0.054,1,V2,0.0702
147,tw,0.098,1,V2,0.1274
147,tw,0.104,620,V2,0.1352
147,tw,0.127,5,V2,0.1651
147,tw,0.134,5658,V2,0.17420000000000002
147,wa,0.337,1,V2,0.43810000000000004
147,wa,0.584,6519,V2,0.7592
147,sn,0.006,714,V2,0.0078000000000000005
147,sn,0.098,1,V2,0.1274
147,sn,0.115,4185,V2,0.14950000000000002
147,sn,0.117,1,V2,0.1521
147,tg,0.181,6000,V2,0.2353
147,tg,0.335,5,V2,0.43550000000000005
147,tg,0.4,708,V2,0.52
147,tg,0.42,1,V2,0.546
147,tg,1.003,112,V2,1.3038999999999998
87,fb,0.054,1,V2,0.0702
87,fb,0.067,2840,V2,0.08710000000000001
87,fb,0.152,2005,V2,0.1976
87,wa,0.337,1,V2,0.43810000000000004
87,wa,0.584,2491,V2,0.7592
87,vi,0.079,725,V2,0.1027
87,vi,0.115,1729,V2,0.14950000000000002
87,ig,0.054,1002,V2,0.0702
87,ig,0.067,608,V2,0.08710000000000001
87,ig,0.075,826,V2,0.0975
87,ig,0.098,1,V2,0.1274
87,ig,0.127,7,V2,0.1651
87,tw,0.006,682,V2,0.0078000000000000005
87,tw,0.054,1,V2,0.0702
87,tw,0.098,1,V2,0.1274
87,tw,0.134,1651,V2,0.17420000000000002
87,sn,0.006,502,V2,0.0078000000000000005
87,sn,0.098,1,V2,0.1274
87,sn,0.117,1,V2,0.1521
87,sn,0.152,1250,V2,0.1976
87,tg,0.335,1354,V2,0.43550000000000005
33,fb,0.022,97,V2,0.0286
33,fb,0.026,2109,V2,0.0338
33,fb,0.043,6,V2,0.0559
33,fb,0.054,2,V2,0.0702
33,fb,0.062,10128,V2,0.0806
33,fb,0.067,4502,V2,0.08710000000000001
33,fb,0.087,1,V2,0.11309999999999999
33,fb,0.094,219,V2,0.1222
33,fb,0.155,1,V2,0.2015
33,fb,0.167,5,V2,0.21710000000000002
33,fb,0.181,637,V2,0.2353
33,fb,0.24,1,V2,0.312
33,fb,1.067,803,V2,1.3871
33,vi,0.008,3220,V2,0.010400000000000001
33,vi,0.014,690,V2,0.0182
33,vi,0.064,34,V2,0.08320000000000001
33,vi,0.078,425,V2,0.1014
33,vi,0.082,2191,V2,0.10660000000000001
33,vi,0.091,5,V2,0.1183
33,vi,0.116,1,V2,0.15080000000000002
33,vi,0.123,1,V2,0.15990000000000001
33,vi,0.667,11291,V2,0.8671000000000001
33,tg,0.094,246,V2,0.1222
33,tg,0.107,1202,V2,0.1391
33,tg,0.159,199,V2,0.20670000000000002
33,tg,0.189,1000,V2,0.2457
33,tg,0.194,58,V2,0.25220000000000004
33,tg,0.255,8715,V2,0.3315
33,tg,0.256,689,V2,0.33280000000000004
33,tg,0.4,917,V2,0.52
33,tg,2.211,108,V2,2.8743
33,ig,0.012,1681,V2,0.015600000000000001
33,ig,0.026,2333,V2,0.0338
33,ig,0.051,8624,V2,0.0663
33,ig,0.054,2,V2,0.0702
33,ig,0.06,32,V2,0.078
33,ig,0.067,777,V2,0.08710000000000001
33,ig,0.072,658,V2,0.0936
33,ig,0.084,1,V2,0.1092
33,ig,0.098,1,V2,0.1274
33,ig,0.134,576,V2,0.17420000000000002
33,ig,0.136,1,V2,0.1768
33,ig,0.21,5,V2,0.273
33,ig,0.24,649,V2,0.312
33,tw,0.008,5036,V2,0.010400000000000001
33,tw,0.019,8988,V2,0.0247
33,tw,0.024,1238,V2,0.031200000000000002
33,tw,0.035,2197,V2,0.045500000000000006
33,tw,0.054,1,V2,0.0702
33,tw,0.072,58,V2,0.0936
33,tw,0.098,2,V2,0.1274
33,tw,0.376,425,V2,0.4888
33,tw,0.502,1435,V2,0.6526000000000001
33,wa,0.14,1613,V2,0.18200000000000002
33,wa,0.153,1000,V2,0.1989
33,wa,0.239,1,V2,0.3107
33,wa,0.334,56,V2,0.43420000000000003
33,wa,0.335,63,V2,0.43550000000000005
33,wa,0.634,3261,V2,0.8242
33,wa,1.843,148,V2,2.3959
33,li,0.006,633,V2,0.0078000000000000005
33,li,0.008,3455,V2,0.010400000000000001
33,li,0.04,2622,V2,0.052000000000000005
33,li,0.055,58,V2,0.07150000000000001
33,li,0.079,9414,V2,0.1027
33,sn,0.006,568,V2,0.0078000000000000005
33,sn,0.098,1,V2,0.1274
33,sn,0.117,1,V2,0.1521
33,sn,0.151,2197,V2,0.1963
33,sn,0.272,5,V2,0.3536
33,sn,0.458,58,V2,0.5954
33,sn,0.667,7478,V2,0.8671000000000001
70,fb,0.054,2,V2,0.0702
70,fb,0.067,529,V2,0.08710000000000001
70,fb,0.087,1,V2,0.11309999999999999
70,fb,0.167,666,V2,0.21710000000000002
70,vi,0.06,695,V2,0.078
70,vi,0.116,1,V2,0.15080000000000002
70,vi,0.148,20774,V2,0.1924
70,ig,0.047,19125,V2,0.0611
70,ig,0.054,2,V2,0.0702
70,ig,0.067,513,V2,0.08710000000000001
70,ig,0.098,1,V2,0.1274
70,ig,0.1,5,V2,0.13
70,tw,0.054,1,V2,0.0702
70,tw,0.098,1,V2,0.1274
70,tw,0.164,20538,V2,0.21320000000000003
70,li,0.046,2040,V2,0.0598
70,sn,0.006,705,V2,0.0078000000000000005
70,sn,0.098,1,V2,0.1274
70,sn,0.117,1,V2,0.1521
70,sn,0.148,20152,V2,0.1924
70,wa,0.337,1,V2,0.43810000000000004
70,wa,0.584,5,V2,0.7592
70,wa,0.634,3196,V2,0.8242
8,fb,0.054,857,V2,0.0702
8,fb,0.067,24116,V2,0.08710000000000001
8,fb,0.119,7022,V2,0.1547
8,fb,0.167,701,V2,0.21710000000000002
8,vi,0.012,88,V2,0.015600000000000001
8,vi,0.026,20,V2,0.0338
8,vi,0.035,30,V2,0.045500000000000006
8,vi,0.108,5,V2,0.1404
8,vi,0.116,1,V2,0.15080000000000002
8,vi,0.502,7025,V2,0.6526000000000001
8,tg,0.33,174,V2,0.42900000000000005
8,tg,0.357,1,V2,0.4641
8,tg,0.4,591,V2,0.52
8,tg,0.584,84,V2,0.7592
8,tg,0.701,84,V2,0.9113
8,tg,1.044,7358,V2,1.3572000000000002
8,ig,0.054,132,V2,0.0702
8,ig,0.059,6,V2,0.0767
8,ig,0.06,6855,V2,0.078
8,ig,0.067,1513,V2,0.08710000000000001
8,ig,0.068,5,V2,0.0884
8,ig,0.078,6,V2,0.1014
8,ig,0.098,1,V2,0.1274
8,ig,0.1,120,V2,0.13
8,tw,0.008,6,V2,0.010400000000000001
8,tw,0.046,846,V2,0.0598
8,tw,0.048,84,V2,0.062400000000000004
8,tw,0.054,1,V2,0.0702
8,tw,0.064,84,V2,0.08320000000000001
8,tw,0.098,1,V2,0.1274
8,tw,0.196,1,V2,0.2548
8,tw,0.502,5990,V2,0.6526000000000001
8,wa,0.108,3,V2,0.1404
8,wa,0.302,6,V2,0.3926
8,wa,0.337,1,V2,0.43810000000000004
8,wa,0.402,6,V2,0.5226000000000001
8,wa,0.634,1388,V2,0.8242
8,wa,0.835,11408,V2,1.0855
8,sn,0.006,673,V2,0.0078000000000000005
8,sn,0.008,6,V2,0.010400000000000001
8,sn,0.076,84,V2,0.0988
8,sn,0.098,1,V2,0.1274
8,sn,0.102,84,V2,0.1326
8,sn,0.117,1,V2,0.1521
8,sn,0.158,4576,V2,0.2054
8,li,0.006,755,V2,0.0078000000000000005
8,li,0.008,49,V2,0.010400000000000001
8,li,0.048,1,V2,0.062400000000000004
8,li,0.051,4782,V2,0.0663
38,fb,0.054,2,V2,0.0702
38,fb,0.067,10955,V2,0.08710000000000001
38,fb,0.087,1,V2,0.11309999999999999
38,fb,0.167,6711,V2,0.21710000000000002
38,tg,0.318,1,V2,0.41340000000000005
38,tg,0.4,722,V2,0.52
38,tg,0.42,1,V2,0.546
38,tg,0.468,7146,V2,0.6084
38,wa,0.337,1,V2,0.43810000000000004
38,wa,0.552,1,V2,0.7176000000000001
38,wa,0.584,6680,V2,0.7592
38,vi,0.116,1,V2,0.15080000000000002
38,vi,0.502,5854,V2,0.6526000000000001
38,ig,0.054,2,V2,0.0702
38,ig,0.055,600,V2,0.07150000000000001
38,ig,0.067,821,V2,0.08710000000000001
38,ig,0.068,1,V2,0.0884
38,ig,0.098,1,V2,0.1274
38,ig,0.14,5226,V2,0.18200000000000002
38,tw,0.006,727,V2,0.0078000000000000005
38,tw,0.054,1,V2,0.0702
38,tw,0.098,1,V2,0.1274
38,tw,0.502,5666,V2,0.6526000000000001
38,sn,0.006,696,V2,0.0078000000000000005
38,sn,0.098,1,V2,0.1274
38,sn,0.115,4237,V2,0.14950000000000002
38,sn,0.117,1,V2,0.1521
137,fb,0.054,2,V2,0.0702
137,fb,0.067,1463,V2,0.08710000000000001
137,fb,0.087,1,V2,0.11309999999999999
137,fb,0.167,831,V2,0.21710000000000002
137,vi,0.008,603,V2,0.010400000000000001
137,vi,0.116,1,V2,0.15080000000000002
137,vi,0.166,492,V2,0.21580000000000002
137,tg,0.335,5,V2,0.43550000000000005
137,tg,0.4,605,V2,0.52
137,tg,0.835,106,V2,1.0855
137,ig,0.054,2,V2,0.0702
137,ig,0.067,782,V2,0.08710000000000001
137,ig,0.091,700,V2,0.1183
137,ig,0.098,1,V2,0.1274
137,ig,0.143,121,V2,0.18589999999999998
137,wa,0.337,1,V2,0.43810000000000004
137,wa,0.584,916,V2,0.7592
137,tw,0.006,669,V2,0.0078000000000000005
137,tw,0.054,1,V2,0.0702
137,tw,0.098,1,V2,0.1274
137,tw,0.166,564,V2,0.21580000000000002
137,sn,0.006,629,V2,0.0078000000000000005
137,sn,0.098,1,V2,0.1274
137,sn,0.117,1,V2,0.1521
137,sn,0.166,278,V2,0.21580000000000002
75,fb,0.054,2,V2,0.0702
75,fb,0.067,6188,V2,0.08710000000000001
75,fb,0.076,721,V2,0.0988
75,fb,0.087,1,V2,0.11309999999999999
75,fb,0.167,105,V2,0.21710000000000002
75,tg,0.26,1,V2,0.338
75,tg,0.335,863,V2,0.43550000000000005
75,tg,0.42,1,V2,0.546
75,ig,0.054,2,V2,0.0702
75,ig,0.067,1040,V2,0.08710000000000001
75,ig,0.098,1,V2,0.1274
75,ig,0.148,558,V2,0.1924
75,ig,0.166,155,V2,0.21580000000000002
75,wa,0.337,1,V2,0.43810000000000004
75,wa,0.584,445,V2,0.7592
75,vi,0.082,671,V2,0.10660000000000001
75,vi,0.116,1,V2,0.15080000000000002
75,vi,0.502,862,V2,0.6526000000000001
75,tw,0.019,785,V2,0.0247
75,tw,0.054,1,V2,0.0702
75,tw,0.098,1,V2,0.1274
75,tw,0.502,685,V2,0.6526000000000001
75,sn,0.006,783,V2,0.0078000000000000005
75,sn,0.098,1,V2,0.1274
75,sn,0.117,1,V2,0.1521
75,sn,0.502,430,V2,0.6526000000000001
37,fb,0.036,69,V2,0.0468
37,fb,0.054,2,V2,0.0702
37,fb,0.06,10979,V2,0.078
37,fb,0.067,5417,V2,0.08710000000000001
37,fb,0.082,699,V2,0.10660000000000001
37,fb,0.084,1,V2,0.1092
37,fb,0.087,1,V2,0.11309999999999999
37,fb,0.098,1,V2,0.1274
37,fb,0.127,222,V2,0.1651
37,fb,0.167,184,V2,0.21710000000000002
37,tg,0.191,1979,V2,0.24830000000000002
37,tg,0.2,2970,V2,0.26
37,tg,0.307,10000,V2,0.3991
37,tg,0.331,1,V2,0.4303
37,tg,0.338,1,V2,0.43940000000000007
37,tg,0.4,503,V2,0.52
37,tg,0.756,204,V2,0.9828
37,tg,1.698,5,V2,2.2074
37,tg,2.942,113,V2,3.8246
37,tw,0.006,668,V2,0.0078000000000000005
37,tw,0.031,2374,V2,0.0403
37,tw,0.046,40,V2,0.0598
37,tw,0.054,1,V2,0.0702
37,tw,0.055,234,V2,0.07150000000000001
37,tw,0.098,1,V2,0.1274
37,tw,0.14,1979,V2,0.18200000000000002
37,tw,0.502,7611,V2,0.6526000000000001
37,wa,0.282,16000,V2,0.3666
37,wa,0.337,1,V2,0.43810000000000004
37,wa,0.357,1,V2,0.4641
37,wa,0.4,1200,V2,0.52
37,wa,0.603,162,V2,0.7839
37,wa,0.634,576,V2,0.8242
37,wa,1.36,1979,V2,1.7680000000000002
37,wa,1.409,1,V2,1.8317
37,wa,1.51,134,V2,1.963
37,vi,0.023,574,V2,0.0299
37,vi,0.116,1,V2,0.15080000000000002
37,vi,0.126,240,V2,0.1638
37,vi,0.132,1979,V2,0.1716
37,vi,0.177,9013,V2,0.2301
37,ig,0.02,1960,V2,0.026000000000000002
37,ig,0.022,837,V2,0.0286
37,ig,0.045,1,V2,0.058499999999999996
37,ig,0.054,2,V2,0.0702
37,ig,0.062,8000,V2,0.0806
37,ig,0.067,395,V2,0.08710000000000001
37,ig,0.098,1,V2,0.1274
37,ig,0.114,240,V2,0.1482
37,ig,0.116,1,V2,0.15080000000000002
37,ig,0.136,116,V2,0.1768
37,sn,0.006,677,V2,0.0078000000000000005
37,sn,0.063,352,V2,0.0819
37,sn,0.098,1,V2,0.1274
37,sn,0.117,1,V2,0.1521
37,sn,0.124,240,V2,0.1612
37,sn,0.131,1979,V2,0.1703
37,sn,0.199,6412,V2,0.25870000000000004
101,fb,0.054,2,V2,0.0702
101,fb,0.087,1,V2,0.11309999999999999
101,fb,0.167,140,V2,0.21710000000000002
101,wa,0.584,46,V2,0.7592
101,vi,0.063,735,V2,0.0819
101,vi,0.116,1,V2,0.15080000000000002
101,vi,0.178,156,V2,0.2314
101,ig,0.054,483,V2,0.0702
101,ig,0.098,1,V2,0.1274
101,ig,0.178,175,V2,0.2314
101,tw,0.006,573,V2,0.0078000000000000005
101,tw,0.054,1,V2,0.0702
101,tw,0.098,1,V2,0.1274
101,tw,0.178,85,V2,0.2314
101,sn,0.006,659,V2,0.0078000000000000005
101,sn,0.098,1,V2,0.1274
101,sn,0.117,1,V2,0.1521
101,sn,0.178,9,V2,0.2314
101,tg,0.335,46,V2,0.43550000000000005
101,tg,0.42,1,V2,0.546
105,fb,0.054,1,V2,0.0702
105,fb,0.067,969,V2,0.08710000000000001
105,fb,0.167,3005,V2,0.21710000000000002
105,vi,0.087,598,V2,0.11309999999999999
105,vi,0.116,1,V2,0.15080000000000002
105,vi,0.178,2683,V2,0.2314
105,ig,0.054,678,V2,0.0702
105,ig,0.067,533,V2,0.08710000000000001
105,ig,0.098,1,V2,0.1274
105,ig,0.178,2110,V2,0.2314
105,tw,0.006,603,V2,0.0078000000000000005
105,tw,0.054,1,V2,0.0702
105,tw,0.098,1,V2,0.1274
105,tw,0.178,2622,V2,0.2314
105,sn,0.006,646,V2,0.0078000000000000005
105,sn,0.098,1,V2,0.1274
105,sn,0.117,1,V2,0.1521
105,sn,0.178,2250,V2,0.2314
105,wa,0.337,1,V2,0.43810000000000004
105,wa,0.584,4566,V2,0.7592
105,tg,0.271,5,V2,0.35230000000000006
105,tg,0.302,4597,V2,0.3926
105,tg,0.42,1,V2,0.546
89,fb,0.054,2,V2,0.0702
89,fb,0.087,1,V2,0.11309999999999999
89,fb,0.167,1963,V2,0.21710000000000002
89,wa,0.28,5000,V2,0.36400000000000005
89,wa,0.337,1,V2,0.43810000000000004
89,wa,0.584,3626,V2,0.7592
89,vi,0.116,1,V2,0.15080000000000002
89,vi,0.191,3188,V2,0.24830000000000002
89,ig,0.054,2,V2,0.0702
89,ig,0.08,614,V2,0.10400000000000001
89,ig,0.098,1,V2,0.1274
89,ig,0.143,2685,V2,0.18589999999999998
89,tw,0.006,651,V2,0.0078000000000000005
89,tw,0.054,1,V2,0.0702
89,tw,0.098,1,V2,0.1274
89,tw,0.502,2643,V2,0.6526000000000001
89,sn,0.006,712,V2,0.0078000000000000005
89,sn,0.098,1,V2,0.1274
89,sn,0.117,1,V2,0.1521
89,sn,0.203,1509,V2,0.2639
89,tg,0.235,5000,V2,0.3055
89,tg,0.335,4505,V2,0.43550000000000005
39,fb,0.054,2,V2,0.0702
